Software,RP Name,Software's Web Page,Software Documentation,Tutorials,
OpenFold,KyRIC,,,,
openjdk,ACES,https://openjdk.org/,https://openjdk.org/guide/,"https://github.com/openjdk/,https://wiki.openjdk.org/display/Adoption/Getting+started,",
openjdk-11.0.8_10-gcc-9.3.0-5ki5g5i,OOKAMI,https://openjdk.org/,https://openjdk.org/guide/,"https://github.com/openjdk/,https://wiki.openjdk.org/display/Adoption/Getting+started,",
OpenJPEG,"ACES, Rockfish",,,,
openldap,"Expanse, OOKAMI, ACES, Bridges-2, Rockfish",https://www.openldap.org/,https://www.openldap.org/doc/admin24/,"https://www.digitalocean.com/community/tutorials/how-to-install-and-configure-openldap-and-phpldapadmin-on-an-ubuntu-14-04-server,https://www.zytrax.com/books/ldap/",
openmm,KyRIC,https://openmm.org/,http://docs.openmm.org/latest/userguide/index.html,"http://docs.openmm.org/latest/userguide/application.html#running-the-application,,https://github.com/choderalab/openmm-tutorials",
OpenMPI,KyRIC,https://www.open-mpi.org/,https://www.open-mpi.org/doc/,"https://www.open-mpi.org/faq/?category=running#mpi-environmental-variables,https://www.open-mpi.org/video/",
openmpi-4.0.4-gcc-9.3.0-ejhqibc,Delta,https://www.open-mpi.org/,https://www.open-mpi.org/doc/,"https://www.open-mpi.org/faq/?category=running#mpi-environmental-variables,https://www.open-mpi.org/video/",
openmpi-4.0.5-gcc-9.3.0-ylywa5h,KyRIC,https://www.open-mpi.org/,https://www.open-mpi.org/doc/,"https://www.open-mpi.org/faq/?category=running#mpi-environmental-variables,https://www.open-mpi.org/video/",
openmpi-5.0_beta,Rockfish,https://www.open-mpi.org/,https://www.open-mpi.org/doc/,"https://www.open-mpi.org/faq/?category=running#mpi-environmental-variables,https://www.open-mpi.org/video/",
openmpi4,ACES,https://www.open-mpi.org/,https://www.open-mpi.org/doc/,"https://www.open-mpi.org/faq/?category=running#mpi-environmental-variables,https://www.open-mpi.org/video/",
openms,ACES,https://openms.de/,https://openms.readthedocs.io/en/latest/index.html,"https://openms.readthedocs.io/en/latest/openms-applications-and-tools/installation.html,,https://abibuilder.informatik.uni-tuebingen.de/archive/openms/Tutorials/,",
OpenPGM,"Stampede-2, Rockfish",,,,
OpenSceneGraph,KyRIC,,,,
opensees,"OOKAMI, ACES",https://opensees.berkeley.edu/,https://opensees.berkeley.edu/wiki/index.php/OpenSees_User,"https://opensees.berkeley.edu/wiki/index.php/Getting_Started,https://opensees.berkeley.edu/OpenSees/developer/index.php",
openssh-8.4p1-gcc-9.3.0-tp56hha,KyRIC,https://www.openssh.com/,https://www.openssh.com/manual.html,"https://www.digitalocean.com/community/tutorials/how-to-use-ssh-to-connect-to-a-remote-server,https://www.ssh.com/academy/ssh/openssh",
openssl,OOKAMI,https://www.openssl.org/,https://www.openssl.org/docs/,"https://www.openssl.org/community/getting-started.html,https://www.digitalocean.com/community/tutorials/openssl-essentials-working-with-ssl-certificates-private-keys-and-csrs",
openssl-1.1.1j-gcc-9.3.0-cx56ot2,ACES,https://www.openssl.org/,https://www.openssl.org/docs/,"https://www.openssl.org/community/getting-started.html,https://www.digitalocean.com/community/tutorials/openssl-essentials-working-with-ssl-certificates-private-keys-and-csrs",
opensycl,"Bridges-2, Rockfish",https://www.khronos.org/sycl/,https://www.khronos.org/files/sycl/sycl-2020-reference-guide.pdf,"https://www.khronos.org/sycl/resources,https://developer.codeplay.com/products/computecpp/ce/home",
Optuna,KyRIC,,,,
orca,Stampede-2,https://pypi.org/project/orca/,https://orca.readthedocs.io/en/latest/,https://orca.readthedocs.io/en/latest/tutorial.html,
os,Delta,,,,
ospray,Rockfish,https://www.ospray.org/,https://www.ospray.org/documentation.html,https://www.ospray.org/tutorials.html,
osu-micro-benchmarks,Stampede-2,https://mvapich.cse.ohio-state.edu/benchmarks/,https://mvapich.cse.ohio-state.edu/benchmarks/,https://mvapich.cse.ohio-state.edu/benchmarks/,
own,Stampede-2,,,,
p3dfft,OOKAMI,https://p3dfft.readthedocs.io/en/latest/index.html,https://p3dfft.readthedocs.io/en/latest/p3dfft_documentation.html,"https://p3dfft.readthedocs.io/en/latest/install_p3dfft.html,https://p3dfft.readthedocs.io/en/latest/install_p3dfft++.html",
p4est,Rockfish,https://www.p4est.org/,https://p4est.github.io/api/p4est-latest/index.html,"https://p4est.github.io/p4est-howto.pdf,https://github.com/cburstedde/p4est/tree/master/example/steps/",
p7zip,Rockfish,https://p7zip.sourceforge.net/,https://sourceforge.net/p/p7zip/discussion/383043/,https://sourceforge.net/p/p7zip/discussion/,
pam-devel,"ACES, Rockfish",https://github.com/linux-pam/linux-pam,https://github.com/linux-pam/linux-pam/blob/master/README,"https://tldp.org/HOWTO/html_single/User-Authentication-HOWTO/,https://www.redhat.com/sysadmin/pluggable-authentication-modules-pam",
pandoc,Anvil,https://pandoc.org/,https://pandoc.org/MANUAL.html,"https://programminghistorian.org/en/lessons/sustainable-authorship-in-plain-text-using-pandoc-and-markdown,https://pandoc.org/demos.html,https://pandoc.org/MANUAL.html#pandocs-markdown",
pango,"OOKAMI, Stampede-2, Anvil, KyRIC",https://pango.gnome.org/,https://docs.gtk.org/Pango/,"https://gitlab.gnome.org/GNOME/pango/,https://www.cairographics.org/tutorial/",
panoply,ACES,https://www.giss.nasa.gov/tools/panoply/,https://www.giss.nasa.gov/tools/panoply/help/,https://www.youtube.com/watch?v=WNs5ZdZMhQY,
papi,Anvil,https://icl.utk.edu/papi/,https://github.com/icl-utk-edu/papi,,
Parabricks,"Expanse, Delta, Rockfish",,,,
parafly,"Stampede-2, Anvil, Delta, Rockfish",https://github.com/pezmaster31/bamtools,https://github.com/pezmaster31/bamtools/wiki,"https://www.biostars.org/p/2822/,https://www.biostars.org/p/317524/#317526",
parallel,"Stampede-2, DARWIN, ACES, Delta, Rockfish",https://www.gnu.org/software/parallel/,https://www.gnu.org/software/parallel/parallel_tutorial.html,https://opensource.com/article/18/5/gnu-parallel,
parallel-netcdf,Stampede-2,https://www.gnu.org/software/parallel/,https://www.gnu.org/software/parallel/parallel_tutorial.html,https://opensource.com/article/18/5/gnu-parallel,
Paraview,Rockfish,https://www.paraview.org/,https://docs.paraview.org/en/latest/,"https://www.paraview.org/Wiki/ParaView,https://www.paraview.org/paraview-downloads/download.php?submit=Download&version=v5.11&type=data&os=Sources&downloadFile=ParaViewGettingStarted-5.11.0.pdf,https://www.paraview.org/tutorials/,https://www.kitware.com/training/#ParaView",
paraview-osmesa,"ACES, Delta, Rockfish",https://www.paraview.org/,https://docs.paraview.org/en/latest/,"https://www.paraview.org/Wiki/ParaView,https://www.paraview.org/paraview-downloads/download.php?submit=Download&version=v5.11&type=data&os=Sources&downloadFile=ParaViewGettingStarted-5.11.0.pdf,https://www.paraview.org/tutorials/,https://www.kitware.com/training/#ParaView",
parflow,Stampede-2,https://parflow.org/,https://parflow.org/#documentation,"https://parflow.readthedocs.io/en/latest/index.html,https://github.com/parflow/parflow/tree/master/examples",
parmetis,OOKAMI,,,,
parmetis_petsc,ACES,,,,
pax-utils,ACES,,https://pubs.opengroup.org/onlinepubs/9699919799/utilities/pax.html,"https://bbs.archlinux.org/viewtopic.php?id=53734,https://unix.stackexchange.com/questions/62518/hd-video-sticks",
PCRE,KyRIC,https://www.pcre.org/,https://www.pcre.org/current/doc/html/index.html,"https://www.cs.princeton.edu/courses/archive/spr09/cos333/beautiful.html,https://www.pcre.org/current/doc/html/pcre2api.html,https://www.regular-expressions.info/tutorial.html",
PCRE2,"Stampede-2, KyRIC",https://www.pcre.org/,https://www.pcre.org/current/doc/html/index.html,"https://www.cs.princeton.edu/courses/archive/spr09/cos333/beautiful.html,https://www.pcre.org/current/doc/html/pcre2api.html,https://www.regular-expressions.info/tutorial.html",
pcre2-10.35-gcc-9.3.0-wgo6kna,Rockfish,https://www.pcre.org/,https://www.pcre.org/current/doc/html/index.html,"https://www.cs.princeton.edu/courses/archive/spr09/cos333/beautiful.html,https://www.pcre.org/current/doc/html/pcre2api.html,https://www.regular-expressions.info/tutorial.html",
pdtoolkit,"ACES, Bridges-2, Rockfish",,,,
pegasus,KyRIC,https://pegasus.isi.edu/,https://pegasus.isi.edu/documentation/,"https://pegasus.isi.edu/documentation/user-guide/tutorial.html,",
perl,"OOKAMI, Stampede-2, Anvil, ACES, Delta",https://www.perl.org/,https://perldoc.perl.org/,"https://perldoc.perl.org/perl#Tutorials,https://www.perl.org/learn.html,https://learn.perl.org/,https://www.youtube.com/watch?v=WEghIXs8F6c",
perl-5.32.1-gcc-9.3.0-szd4bmj,Stampede-2,https://www.perl.org/,https://perldoc.perl.org/,"https://perldoc.perl.org/perl#Tutorials,https://www.perl.org/learn.html,https://learn.perl.org/,https://www.youtube.com/watch?v=WEghIXs8F6c",
petsc,Bridges-2,https://petsc.org/,https://petsc.org/main/manual/,"https://petsc.org/main/tutorials/,https://petsc.org/main/install/,https://petsc.org/main/install/install_tutorial/",
petsc4py,Stampede-2,https://petsc4py.readthedocs.io/en/stable/,https://petsc4py.readthedocs.io/en/stable/manual/,"https://petsc4py.readthedocs.io/en/stable/guides/guide_to_examples/,https://petsc4py.readthedocs.io/en/stable/developers/,https://www.mcs.anl.gov/petsc/documentation/tutorials/,https://petsc.org/release/install/",
PGI,Bridges-2,,,,
phdf5,ACES,https://support.hdfgroup.org/HDF5/PHDF5/,https://support.hdfgroup.org/HDF5/doc/index.html,"https://support.hdfgroup.org/HDF5/Tutor/,https://support.hdfgroup.org/HDF5/Tutor/HDF5Intro.pdf,https://www.nersc.gov/assets/Uploads/Day-3-IO-in-Depth-Parallel-HDF5.pdf",
PHYLIP,"Bridges-2, Rockfish",,,,
physics-tenpy,Expanse,,,,
picard,ACES,https://broadinstitute.github.io/picard/,https://broadinstitute.github.io/picard/command-line-overview.html#Overview,"https://gatk.broadinstitute.org/hc/en-us,https://broadinstitute.github.io/picard/index.html#QuickStart",
pigz,ACES,https://zlib.net/pigz/,https://zlib.net/pigz/,"https://www.tecmint.com/compress-files-faster-in-linux/,https://linux.die.net/man/1/pigz,https://askubuntu.com/questions/253310/is-it-possible-to-have-two-virtual-consoles-open-in-a-single-screen/253312#253312",
Pillow,"ACES, Rockfish",,,,
Pillow-SIMD,ACES,,,,
pixman,"ACES, Rockfish",https://www.pixman.org/,https://www.pixman.org/,"https://www.cairographics.org/tutorial/,https://cairographics.org/samples/,https://cairographics.org/FAQ/,https://cairographics.org/documentation/",
pkg-config,KyRIC,https://www.freedesktop.org/wiki/Software/pkg-config/,https://people.freedesktop.org/~dbn/pkg-config-guide.html,https://autotools.info/pkgconfig/,
pkgconf,ACES,https://github.com/pkgconf/pkgconf,https://github.com/pkgconf/pkgconf,https://autotools.info/pkgconfig/,
pkgconf-1.7.3-gcc-9.3.0-djk4uwd,Rockfish,https://github.com/pkgconf/pkgconf,https://github.com/pkgconf/pkgconf,https://autotools.info/pkgconfig/,
pkgconfig,ACES,https://www.freedesktop.org/wiki/Software/pkg-config/,https://people.freedesktop.org/~dbn/pkg-config-guide.html,https://autotools.info/pkgconfig/,
plink,"ACES, Delta, Bridges-2, Rockfish",https://www.cog-genomics.org/plink/,https://www.cog-genomics.org/plink/1.9/,"https://zzz.bwh.harvard.edu/plink/tutorial.shtml,https://www.cog-genomics.org/plink/1.9/general_usage",
plotly.py,"KyRIC, ACES, Rockfish, Rockfish",https://plotly.com/,https://plotly.com/python/,"https://plotly.com/python/getting-started/,https://plotly.com/python/plotly-fundamentals/,https://www.datacamp.com/community/tutorials/learn-plotly",
PLUMED,"Stampede-2, ACES, Bridges-2",,,,
PMIx,ACES,,,,
pnetCDF,Rockfish,https://parallel-netcdf.github.io/,https://parallel-netcdf.github.io/wiki/Documentation.html,"https://parallel-netcdf.github.io/wiki/QuickTutorial.html,https://github.com/Parallel-NetCDF/PnetCDF",
pocl,"ACES, Rockfish",http://portablecl.org/,http://portablecl.org/docs/html/,"http://portablecl.org/development.html,https://github.com/pocl/pocl",
polyfun,KyRIC,https://github.com/omerwe/polyfun,https://github.com/omerwe/polyfun/blob/master/README.md,,
poppler,Delta,,,,
popt-1.16-gcc-9.3.0-ijd34o6,Jetstream2,http://rpm5.org/files/popt/,http://rpm5.org/docs.php,,
posix2ime,ACES,,,"https://www.biostars.org/p/377140/#377157,https://www.biostars.org/",
Postgresql,Bridges-2,,,,
POV-Ray,"ACES, Rockfish",,,,
Prodigal,"Bridges-2, Rockfish",,,,
proj,"Anvil, ACES",https://proj.org/en/9.3/,https://proj.org/en/9.3/development/reference/index.html,"https://proj.org/usage/index.html,https://stackoverflow.com/questions/tagged/proj",
prokka,ACES,https://github.com/tseemann/prokka,https://github.com/tseemann/prokka#readme,"https://training.galaxyproject.org/training-material/topics/microbiome/tutorials/mothur-miseq-sop/tutorial.html,",
protobuf,KyRIC,https://protobuf.dev/,https://protobuf.dev/programming-guides/,"https://protobuf.dev/getting-started/cpptutorial/,https://protobuf.dev/getting-started/pythontutorial/",
protobuf-python,OOKAMI,https://protobuf.dev/,https://protobuf.dev/programming-guides/,https://protobuf.dev/getting-started/pythontutorial/,
prun,KyRIC,,,,
pwanalyzer,Rockfish,,,,
py-cython-0.29.21-gcc-9.3.0-u73np4p,KyRIC,,,,
py-netcdf4,ACES,,,,
py-setuptools-50.3.2-gcc-9.3.0-hrhyt55,"Stampede-2, ACES",,,,
py3Dmol,ACES,https://3dmol.csb.pitt.edu/,https://3dmol.csb.pitt.edu/doc/index.html,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4300567/,https://doc.ugene.net/wiki/display/UUOUM/3D+structure+viewer",
pybind11,ACES,https://github.com/pybind/pybind11,https://pybind11.readthedocs.io/en/stable/,,
PyCairo,ACES,,,,
PyCUDA,ACES,,,,
pydantic,ACES,,,,
pydicom,Stampede-2,https://pydicom.github.io/pydicom/stable/,https://pydicom.github.io/pydicom/stable/old/pydicom_user_guide.html,"https://pydicom.github.io/pydicom/stable/tutorials/index.html,https://pydicom.github.io/pydicom/stable/auto_examples/index.html,https://anaconda.org/conda-forge/pydicom,https://github.com/pydicom/pydicom,https://pypi.org/project/pydicom/",
PyGObject,Rockfish,,,,
pylauncher,ACES,https://pypi.org/project/pylauncher/,,https://www.youtube.com/watch?v=BVXv0-1Rcc8,
pyRosetta,ACES,,,,
Pysam,ACES,,,,
pytesseract,ACES,https://pypi.org/project/pytesseract/,https://pypi.org/project/pytesseract/,"https://medium.com/better-programming/beginners-guide-to-tesseract-ocr-using-python-10ecbb426c3d,https://nanonets.com/blog/ocr-with-tesseract/,https://stackabuse.com/pytesseract-simple-python-optical-character-recognition/",
pytest,ACES,https://docs.pytest.org/en/stable/,https://docs.pytest.org/en/stable/getting-started.html,"https://docs.pytest.org/en/stable/explanation/goodpractices.html,https://docs.pytest.org/en/stable/how-to/usage.html,https://www.youtube.com/watch?v=bbp_849-RZ4,https://www.valentinog.com/blog/pytest/,https://semaphoreci.com/community/tutorials/testing-python-applications-with-pytest",
pytest-xdist,"OOKAMI, DARWIN, ACES, Delta, Rockfish",,,,
PYTHIA,Stampede-2,,,,
Python,KyRIC,https://www.python.org/,https://docs.python.org,"https://docs.python.org/tutorial/,https://www.learnpython.org/,https://www.w3schools.com/python/,https://realpython.com/,https://www.codecademy.com/learn/learn-python-3,https://www.python.org/doc/essays/",
python_cacher,DARWIN,,,,
python-3.8.8-gcc-9.3.0-55y3cuq,DARWIN,,,,
Python-Anaconda,Stampede-2,,,,
Python-htseq,"OOKAMI, Stampede-2",,,,
python2,OOKAMI,,,,
python3,"OOKAMI, ACES, Rockfish",https://www.python.org/,https://docs.python.org/3/,"https://docs.python.org/3/tutorial/index.html,https://www.learnpython.org/,https://www.w3schools.com/python/,https://realpython.com/,https://www.codecademy.com/learn/learn-python-3",
python37,ACES,https://www.python.org/downloads/release/python-370/,https://docs.python.org/3.7/,"https://docs.python.org/3.7/tutorial/index.html,https://www.learnpython.org/,https://www.w3schools.com/python/,https://realpython.com/,https://www.codecademy.com/learn/learn-python-3",
pyTorch,ACES,,,,
PyTorch-Geometric,ACES,,,,
PyTorch-Lightning,Stampede-2,,,,
PyYAML,OOKAMI,,,,
qchem,Rockfish,https://www.q-chem.com/,https://manual.q-chem.com/latest/,https://www.q-chem.com/learn/start/,
qd,Anvil,https://www.davidhbailey.com/dhbsoftware/,https://www.davidhbailey.com/dhbsoftware/,https://www.mathworks.com/matlabcentral/fileexchange/26467-video-communication-system,
qe,ACES,,,,
qemu,Rockfish,,,,
Qhull,Rockfish,,,,
qiime2,"Anvil, Rockfish",https://qiime2.org/,https://docs.qiime2.org/2024.2/,https://docs.qiime2.org/2024.2/tutorials/,
qmn,Stampede-2,,,,
qt,"Stampede-2, ACES",https://www.qt.io/,https://doc.qt.io/,"https://doc.qt.io/qt-5/qtexamplesandtutorials.html,https://zetcode.com/gui/qt5/,https://www.youtube.com/watch?v=6KtOzh0StTc",
qt4,Bridges-2,https://www.qt.io/,https://doc.qt.io/,"https://doc.qt.io/archives/qt-4.8/tutorials.html,https://zetcode.com/gui/qt4/,https://www.udemy.com/topic/qt/,https://www.youtube.com/watch?v=6KtOzh0StTc",
qt5,OOKAMI,https://www.qt.io/,https://doc.qt.io/,"https://doc.qt.io/qt-5/qtexamplesandtutorials.html,https://zetcode.com/gui/qt5/,https://www.youtube.com/watch?v=6KtOzh0StTc",
Quantum Espresso,DARWIN,https://www.quantum-espresso.org/,https://www.quantum-espresso.org/documentation/,"https://www.quantum-espresso.org/tutorials/,https://www.cecam.org/workshop-details/new-directions-in-liquid-state-theory-965",
quantum-espresso,OOKAMI,https://www.quantum-espresso.org/,https://www.quantum-espresso.org/documentation/,"https://www.quantum-espresso.org/tutorials/,https://www.cecam.org/workshop-details/new-directions-in-liquid-state-theory-965",
QuantumATK,"Jetstream2, OOKAMI, DARWIN, ACES, Bridges-2, Rockfish",,,,
QuantumEspresso,Jetstream2,https://www.quantum-espresso.org/,https://www.quantum-espresso.org/documentation/,"https://www.quantum-espresso.org/tutorials/,https://www.cecam.org/workshop-details/new-directions-in-liquid-state-theory-965",
r,ACES,https://www.r-project.org/,https://cran.r-project.org/manuals.html,"https://www.datacamp.com/courses/free-introduction-to-r,https://www.coursera.org/courses?query=r%20programming,https://education.rstudio.com/learn/beginner/,https://www.tutorialspoint.com/r/index.htm,https://r4ds.had.co.nz/",
R Studio,KyRIC,,,,
R_tamu,Rockfish,,,,
r-4.0.4-gcc-9.3.0-y4fafhe,Rockfish,,,,
r-raster,Rockfish,,,,
r-sva,ACES,,,,
r-textshaping,Bridges-2,,,,
RapidJSON,Bridges-2,,,,
RAPIDS,"Expanse, OOKAMI, Bridges-2",,,,
RAxML,ACES,,,,
Rclone,ACES,,,,
RDFlib,ACES,,,,
RDKit,ACES,,,,
RE2,OOKAMI,,,,
re2c,KyRIC,https://re2c.org/,https://re2c.org/,,
readline,OOKAMI,https://tiswww.case.edu/php/chet/readline/rltop.html,https://tiswww.case.edu/php/chet/readline/rluserman.html,https://catonmat.net/the-definitive-guide-to-bash-command-line-history,
readline-8.0-gcc-9.3.0-ek27n5r,ACES,https://tiswww.case.edu/php/chet/readline/rltop.html,https://tiswww.case.edu/php/chet/readline/rluserman.html,https://catonmat.net/the-definitive-guide-to-bash-command-line-history,
readline-devel,ACES,,,,
Redis,Stampede-2,https://redis.io/,https://redis.io/docs/,"https://www.tutorialspoint.com/redis/index.htm,https://www.youtube.com/watch?v=Hbt56gFj998,https://redis.io/docs/data-types/",
redis-py,ACES,,,,
referencelapack,Rockfish,,,,
ReFrame,"Stampede-2, Rockfish",,,,
relion,Rockfish,,,,
remora,ACES,https://github.com/TACC/remora,https://docs.tacc.utexas.edu/software/remora/,https://github.com/TACC/remora/wiki/How-to-use,
rhtslib,Rockfish,,,,
rising,Bridges-2,,,,
rmats-turbo,Anvil,,,,
RNAview,ACES,,,,
rocm,Stampede-2,https://github.com/ROCm/ROCm,https://rocmdocs.amd.com/en/latest/index.html,https://rocm.docs.amd.com/projects/install-on-linux/en/latest/tutorial/quick-start.html,
ROOT,Rockfish,,,,
rosetta,Rockfish,,,,
rsamtools,Stampede-2,,,,
rsem,Stampede-2,,,,
Rstats,"Stampede-2, Rockfish",,,,
RstatsPackages,Stampede-2,,,,
rstudio,Rockfish,,,,
RstudioDesktop,"OOKAMI, ACES, Rockfish",,,,
Ruby,"Stampede-2, ACES, Bridges-2, Rockfish",,,,
rust,Stampede-2,,,,
SAMtools,ACES,,,,
sanitytool,"OOKAMI, DARWIN, ACES",,,,
ScaFaCoS,"OOKAMI, KyRIC",,,,
ScaLAPACK,ACES,,,,
scalasca,ACES,https://www.scalasca.org/,https://www.scalasca.org/scalasca/software/scalasca-2.x/documentation.html,https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/QuickReference.pdf,
scikit-build,ACES,,,,
scikit-cuda,"ACES, Bridges-2",,,,
scikit-image,Bridges-2,,,,
Scikit-learn,ACES,https://scikit-learn.org/stable/,https://scikit-learn.org/stable/user_guide.html,"https://scikit-learn.org/stable/tutorial/index.html,https://www.coursera.org/learn/machine-learning-with-python",
scipy,ACES,,,,
SciPy-bundle,KyRIC,,,,
SCons,ACES,,,,
scorep,Rockfish,,,,
SCOTCH,ACES,,,,
screen,ACES,,,,
SDL2,ACES,,,,
SentencePiece,"Stampede-2, ACES",,,,
Serf,Rockfish,,,,
settarg,KyRIC,,,,
seurat,ACES,,,,
shadow-4.7-gcc-9.3.0-2hjnrcg,OOKAMI,https://shadow.github.io/,https://shadow.github.io/docs/guide/,https://github.com/shadow,
SHAP,Jetstream2,,,,
shared,"OOKAMI, Stampede-2",,,,
Shiny,"Stampede-2, Rockfish",,,,
siesta,"Jetstream2, OOKAMI, DARWIN, Bridges-2, Rockfish",https://departments.icmab.es/leem/siesta/,https://departments.icmab.es/leem/siesta/Documentation/index.html,https://siesta-project.org/SIESTA_MATERIAL/Docs/Tutorials/index.html,
silo,KyRIC,https://software.llnl.gov/Silo/,https://silo.readthedocs.io/en/latest/,https://software.llnl.gov/Silo/ghpages/examples/examples.html,
singularity,Expanse,,,,
singularity-3.7.2-gcc-9.3.0-gpxljgj,KyRIC,,,,
singularitypro,Rockfish,,,,
sionlib,"Stampede-2, ACES","https://www.fz-juelich.de/en/ias/jsc/services/user-support/software-tools/sionlib?expand=translations,fzjsettings,nearest-institut",https://apps.fz-juelich.de/jsc/sionlib/docu/index.html,https://apps.fz-juelich.de/jsc/sionlib/docu/examples.html,
SIRfindeR,"Expanse, OOKAMI, Rockfish",,,,
slepc,Delta,https://slepc.upv.es/,https://slepc.upv.es/documentation/,https://slepc.upv.es/documentation/,
slurm,Rockfish,,,,
slurm-env,ACES,,,,
snakemake,Rockfish,,,,
snappy,OOKAMI,https://github.com/google/snappy,https://github.com/google/snappy,"https://stackoverflow.com/questions/9297579/servlet-context-and-singleton-object,https://csharp.hotexamples.com/examples/-/Snappy/Decompress/php-snappy-decompress-method-examples.html",
souporcell,ACES,https://github.com/wheaton5/souporcell,https://github.com/wheaton5/souporcell,,
spack,"Bridges-2, Rockfish",https://spack.io/,https://spack.io/about/,https://spack-tutorial.readthedocs.io/en/latest/,
spaCy,Bridges-2,,,,
SPAdes,OOKAMI,,,,
Spark,ACES,,,,
spdlog,ACES,https://github.com/gabime/spdlog,https://github.com/gabime/spdlog/wiki,https://github.com/gabime/spdlog/wiki/1.-QuickStart,
spglib,ACES,https://spglib.readthedocs.io/en/stable/#,https://spglib.readthedocs.io/en/stable/development/develop.html,https://spglib.readthedocs.io/en/stable/install.html,
spglib-python,"Anvil, ACES, Rockfish",,,,
spython,KyRIC,https://singularityhub.github.io/singularity-cli/,https://singularityhub.github.io/singularity-cli/,"https://docs.sylabs.io/guides/3.0/user-guide/,https://singularity.lbl.gov/docs-docker,https://docs.sylabs.io/guides/3.7/user-guide/",
sqlite,KyRIC,https://www.sqlite.org/index.html,https://www.sqlite.org/docs.html,"https://www.sqlitetutorial.net/,https://www.tutorialspoint.com/sqlite/,https://www.sqlite.org/lang.html",
sqlite-3.34.0-gcc-9.3.0-k5dhzbj,Bridges-2,,,,
squashfs-4.4-gcc-9.3.0-kfis3v6,ACES,https://github.com/plougher/squashfs-tools,https://github.com/plougher/squashfs-tools/tree/master/manpages,https://github.com/plougher/squashfs-tools/tree/master/examples,
SRA toolkit,Rockfish,,,,
SRA-Toolkit,"Expanse, Stampede-2",,,,
sra-tools,Rockfish,,,,
sratoolkit,Bridges-2,,,,
STAR,Bridges-2,,,,
STAR Aligner,ACES,,,,
STAR-Fusion,"Expanse, Anvil, ACES, Delta, Rockfish",,,,
statsmodels,"Stampede-2, ACES",,,,
subversion,"Stampede-2, ACES, Rockfish",,,,
suitesparse,Stampede-2,,,,
sundials,ACES,https://computing.llnl.gov/projects/sundials,https://computing.llnl.gov/projects/sundials/faq,https://computing.llnl.gov/projects/sundials/usage-notes,
superlu,Stampede-2,,,,
SuperLU_DIST,Rockfish,,,,
superlu_seq,"Stampede-2, Anvil, ACES, Rockfish",,,,
superlu-dist,Stampede-2,,,,
swig,Rockfish,https://www.swig.org/,https://www.swig.org/doc.html,https://www.swig.org/tutorial.html,
swr,ACES,,,,
symphony,"ACES, Rockfish",,,,
synthcity,Rockfish,,,,
szip,Stampede-2,https://support.hdfgroup.org/doc_resource/SZIP/,https://apolo-docs.readthedocs.io/en/latest/software/scientific_libraries/Szip/Szip-2.1.1/index.html,https://support.hdfgroup.org/doc_resource/SZIP/H5_szip_example.html,
tabix,Stampede-2,https://www.htslib.org/doc/tabix.html,https://www.htslib.org/doc/tabix.html,,
TACC,Stampede-2,https://tacc.utexas.edu/,https://docs.tacc.utexas.edu/,"https://tacc.utexas.edu/research/tacc-research/,https://portal.tacc.utexas.edu/training/courses",
tacc_tips,Stampede-2,,,,
tacc-apptainer,KyRIC,,,,
tacc-singularity,"OOKAMI, Stampede-2, KyRIC, DARWIN",,,,
tar-1.32-gcc-9.3.0-nne6lsp,KyRIC,,,,
TAU,KyRIC,,,,
tbb,"ACES, Rockfish, Rockfish",https://github.com/oneapi-src/oneTBB,https://oneapi-src.github.io/oneTBB/,"https://github.com/oneapi-src/oneTBB/tree/master/examples,https://github.com/oneapi-src/oneAPI-samples/tree/master/Libraries/oneTBB",
tbb32,Rockfish,https://www.intel.com/content/www/us/en/developer/tools/oneapi/onetbb.html,https://oneapi-src.github.io/oneTBB/,"https://github.com/oneapi-src/oneTBB/tree/master/examples,https://github.com/oneapi-src/oneAPI-samples/tree/master/Libraries/oneTBB",
Tcl,ACES,https://www.tcl.tk/,https://www.tcl.tk/man/tcl8.6/TclCmd/contents.html,https://www.tutorialspoint.com/tcl-tk/index.htm,
tcl-intel,DARWIN,,,,
tcsh,DARWIN,https://www.tcsh.org/,https://web.archive.org/web/20170617232609/http://www.tcsh.org/tcsh.html/top.html,https://web.archive.org/web/20161021170817/http://www.tcsh.org/TipsAndTricks,
Tecplot,OOKAMI,,,,
TELEMAC-MASCARET,ACES,,,,
template,ACES,,,,
tensorboard,"DARWIN, ACES, Bridges-2, Rockfish",,,,
tensorboardX,ACES,,,,
tensorflow,ACES,,,,
TensorRT,Anvil,,,,
tesseract,"Stampede-2, Anvil, Rockfish",,,,
texinfo,"ACES, Bridges-2",https://www.gnu.org/software/texinfo/,https://www.gnu.org/software/texinfo/manual/texinfo/,https://www.linuxjournal.com/article/2840,
texlive,Bridges-2,https://www.tug.org/texlive/,https://www.tug.org/texlive/doc.html,"https://www.tug.org/texlive/windows.html,https://www.tug.org/texlive/tlmgr.html,https://www.tug.org/texlive/quickinstall.html",
Theano,ACES,,,,
TIGER,"Anvil, ACES, Rockfish",,,,
time,Rockfish,https://www.gnu.org/software/time/,https://www.gnu.org/software/time/,"https://www.howtoforge.com/linux-time-command,https://www.computerhope.com/unix/utime.htm",
